date,state,cases_new,cases_import,cases_recovered,cases_active,cases_cluster
2021-08-07,Malaysia,19257,16,16322,224123,2771
2021-08-08,Malaysia,18688,10,17055,225396,2585
2021-08-09,Malaysia,17236,29,15187,227233,2392
2021-08-10,Malaysia,19991,0,16258,230765,2866
2021-08-11,Malaysia,20780,15,17973,233361,2659
2021-08-12,Malaysia,21668,58,17687,237024,2544
2021-08-13,Malaysia,21468,25,17025,241190,2692
2021-08-14,Malaysia,20670,8,17655,243945,2402
2021-08-15,Malaysia,20546,14,16945,247264,2600
2021-08-16,Malaysia,19740,19,17450,249280,3058
2021-08-17,Malaysia,19631,7,16467,252151,2265
2021-08-18,Malaysia,22242,4,19680,254488,2878
2021-08-19,Malaysia,22948,9,21720,255538,2343
2021-08-20,Malaysia,23564,23,21448,257421,3031
2021-08-21,Malaysia,22262,40,18576,260884,2331
2021-08-22,Malaysia,19807,5,18200,262259,2177
2021-08-23,Malaysia,17672,8,19053,260704,2010
2021-08-24,Malaysia,20837,22,18613,262717,2514
2021-08-25,Malaysia,22642,5,20798,264296,2499
2021-08-26,Malaysia,24599,8,22657,265845,3394
2021-08-27,Malaysia,22070,15,21877,265699,2126
2021-08-28,Malaysia,22597,12,19492,268552,2551
2021-08-29,Malaysia,20579,7,20845,268001,2595
2021-08-30,Malaysia,19268,16,21257,265718,2097
2021-08-31,Malaysia,20897,1,18465,267868,1454
2021-09-01,Malaysia,18762,5,21073,265279,2107
2021-09-02,Malaysia,20988,1,23473,262545,2142
2021-09-03,Malaysia,19378,14,22399,259194,2223
2021-09-04,Malaysia,19057,10,21582,256307,1760
2021-09-05,Malaysia,20396,8,20573,255794,2347
2021-09-06,Malaysia,17352,8,20201,252673,1758
2021-09-07,Malaysia,18547,18,18902,252007,2177
2021-09-08,Malaysia,19733,3,22701,248678,2095
2021-09-09,Malaysia,19307,6,24855,242808,1577
2021-09-10,Malaysia,21176,4,21476,242167,2162
2021-09-11,Malaysia,19550,7,21771,239354,2144
2021-09-12,Malaysia,19198,5,20980,237280,1916
2021-09-13,Malaysia,16073,21,24813,228127,1547
2021-09-14,Malaysia,15669,17,18053,225280,1041
2021-09-15,Malaysia,19495,11,18760,225593,1389
2021-09-16,Malaysia,18815,7,16939,227123,1627
2021-09-17,Malaysia,17577,3,22970,221343,1742
2021-09-18,Malaysia,15549,5,17205,219363,1251
2021-09-19,Malaysia,14954,11,23469,210472,1216
2021-09-20,Malaysia,14345,43,16814,207702,1157
2021-09-21,Malaysia,15759,27,16650,206477,1223
2021-09-22,Malaysia,14990,5,19702,201278,991
2021-09-23,Malaysia,13754,4,16628,198288,1111
2021-09-24,Malaysia,14554,9,16751,195841,1079
2021-09-25,Malaysia,13899,6,18074,191438,898
2021-09-26,Malaysia,13104,8,20971,183293,825
2021-09-27,Malaysia,10959,12,16430,177564,797
2021-09-28,Malaysia,11332,23,14160,174496,715
2021-09-29,Malaysia,12434,8,17000,169722,710
2021-09-30,Malaysia,12735,17,17725,164540,764
2021-10-01,Malaysia,11889,14,15891,160417,868
2021-10-02,Malaysia,10915,7,15396,155827,656
2021-10-03,Malaysia,9066,12,14454,150321,388
2021-10-04,Malaysia,8075,6,15456,142864,731
2021-10-05,Malaysia,8817,14,15615,135949,619
2021-10-06,Malaysia,9380,13,13045,132179,426
2021-10-07,Malaysia,9890,18,12884,129053,697
2021-10-08,Malaysia,9751,15,12724,126002,382
2021-10-09,Malaysia,8743,14,14422,120249,621
2021-10-10,Malaysia,7373,2,10959,116599,334
2021-10-11,Malaysia,6709,6,10833,112382,282
2021-10-12,Malaysia,7276,10,10555,109000,379
2021-10-13,Malaysia,7950,29,10832,106050,500
2021-10-14,Malaysia,8084,21,12456,101590,352
2021-10-15,Malaysia,7420,17,10145,98776,416
2021-10-16,Malaysia,7509,16,9531,96666,327
2021-10-17,Malaysia,6145,12,9231,93517,402
2021-10-18,Malaysia,5434,5,8435,90444,356
2021-10-19,Malaysia,5745,12,8933,87187,219
2021-10-20,Malaysia,5516,14,9401,83226,206
2021-10-21,Malaysia,6210,42,7562,81778,303
2021-10-22,Malaysia,6630,15,7630,80700,250
2021-10-23,Malaysia,5828,7,9178,77308,256
2021-10-24,Malaysia,5666,20,6978,75950,148
2021-10-25,Malaysia,4782,15,7414,73226,109
2021-10-26,Malaysia,5726,15,5607,73261,210
2021-10-27,Malaysia,6148,21,7595,71716,200
2021-10-28,Malaysia,6377,32,6637,71361,231
2021-10-29,Malaysia,6060,13,7297,70061,200
2021-10-30,Malaysia,5854,13,6715,69156,274
2021-10-31,Malaysia,4979,23,6127,67972,121
2021-11-01,Malaysia,4626,6,5299,67236,144
2021-11-02,Malaysia,5071,15,5372,66865,146
2021-11-03,Malaysia,5291,7,4947,67163,149
2021-11-04,Malaysia,5713,32,5865,66947,162
2021-11-05,Malaysia,4922,10,5579,66243,154
2021-11-06,Malaysia,4701,28,5382,65508,112
2021-11-07,Malaysia,4343,9,5190,64626,124
2021-11-08,Malaysia,4543,15,7348,61763,80
2021-11-09,Malaysia,5403,25,5311,61777,134
2021-11-10,Malaysia,6243,24,5068,62893,247
2021-11-11,Malaysia,6323,25,5337,63830,135
2021-11-12,Malaysia,6517,16,6026,64280,240
2021-11-13,Malaysia,5809,27,4712,65322,118
2021-11-14,Malaysia,5162,11,5019,65420,106
2021-11-15,Malaysia,5143,13,4551,65959,151
2021-11-16,Malaysia,5413,17,6013,65319,198
2021-11-17,Malaysia,6288,22,4743,66796,139
2021-11-18,Malaysia,6380,28,5760,67361,247
2021-11-19,Malaysia,6355,31,5031,68640,168
2021-11-20,Malaysia,5859,19,4970,69488,156
2021-11-21,Malaysia,4854,12,5525,68793,114
2021-11-22,Malaysia,4885,18,5628,67987,228
2021-11-23,Malaysia,5594,24,4908,68626,212
2021-11-24,Malaysia,5755,23,5082,69262,175
2021-11-25,Malaysia,6144,12,6602,68756,205
2021-11-26,Malaysia,5501,25,6664,67548,123
2021-11-27,Malaysia,5097,17,5352,67253,165
2021-11-28,Malaysia,4239,12,5007,66456,88
2021-11-29,Malaysia,4087,21,4984,65498,182
2021-11-30,Malaysia,4879,24,5168,65154,97
2021-12-01,Malaysia,5439,21,6803,63741,110
2021-12-02,Malaysia,5806,11,7246,62254,339
2021-12-03,Malaysia,5551,23,5301,62487,179
2021-12-04,Malaysia,4896,18,4676,62671,159
2021-12-05,Malaysia,4298,23,4928,62001,136
2021-12-06,Malaysia,4262,15,5894,60331,97
2021-12-07,Malaysia,4965,29,4817,60413,138
2021-12-08,Malaysia,5020,17,4525,60880,154
2021-12-09,Malaysia,5446,20,5427,60858,367
2021-12-10,Malaysia,5058,17,4997,60875,190
2021-12-11,Malaysia,4626,20,4690,60780,105
2021-12-12,Malaysia,3490,14,5399,58854,167
2021-12-13,Malaysia,3504,24,4401,57928,103
2021-12-14,Malaysia,4097,18,4301,57676,152
2021-12-15,Malaysia,3900,19,4552,56991,137
2021-12-16,Malaysia,4262,36,4985,56231,125
2021-12-17,Malaysia,4362,28,5098,55477,208
2021-12-18,Malaysia,4083,34,5435,54096,209
2021-12-19,Malaysia,3108,37,3701,53484,88
2021-12-20,Malaysia,2589,46,3810,52220,34
2021-12-21,Malaysia,3140,58,4277,51026,47
2021-12-22,Malaysia,3519,100,5118,49397,79
2021-12-23,Malaysia,3510,95,4997,47866,59
2021-12-24,Malaysia,3528,103,4483,46886,94
2021-12-25,Malaysia,3160,156,4420,45601,71
2021-12-26,Malaysia,2778,129,3539,44821,58
2021-12-27,Malaysia,2757,147,4620,42923,88
2021-12-28,Malaysia,2897,192,3434,42363,51
2021-12-29,Malaysia,3683,239,4322,41688,104
2021-12-30,Malaysia,3997,366,3984,41667,87
2021-12-31,Malaysia,3573,343,3988,41227,141
2022-01-01,Malaysia,3386,346,3547,41040,211
2022-01-02,Malaysia,2882,333,3291,40612,103
2022-01-03,Malaysia,2690,300,3535,39739,55
2022-01-04,Malaysia,2842,332,2862,39688,33
2022-01-05,Malaysia,3270,252,3195,39745,61
2022-01-06,Malaysia,3543,364,3484,39785,111
2022-01-07,Malaysia,3381,319,3447,39703,72
2022-01-08,Malaysia,3251,299,3161,39782,103
2022-01-09,Malaysia,2888,323,2714,39933,52
2022-01-10,Malaysia,2641,338,2808,39748,73
2022-01-11,Malaysia,3175,272,2977,39919,171
2022-01-12,Malaysia,3198,303,3200,39902,164
2022-01-13,Malaysia,3684,321,3292,40282,150
2022-01-14,Malaysia,3346,267,3052,40564,158
2022-01-15,Malaysia,3074,319,2828,40791,134
2022-01-16,Malaysia,3010,263,2584,41205,292
2022-01-17,Malaysia,2342,180,2907,40624,199
2022-01-18,Malaysia,3245,274,3093,40767,388
2022-01-19,Malaysia,3229,239,2848,41135,457
2022-01-20,Malaysia,3764,522,3254,41623,514
2022-01-21,Malaysia,4046,489,2804,42849,672
2022-01-22,Malaysia,4116,498,2858,44093,441
2022-01-23,Malaysia,3856,492,2814,45126,532
2022-01-24,Malaysia,3214,406,3116,45214,371
2022-01-25,Malaysia,4066,442,3559,45705,530
2022-01-26,Malaysia,4744,429,3646,46791,632
2022-01-27,Malaysia,5439,332,4409,47811,1014
2022-01-28,Malaysia,5522,373,3285,50036,632
2022-01-29,Malaysia,5139,226,3767,51403,474
2022-01-30,Malaysia,4915,188,3056,53254,530
2022-01-31,Malaysia,4774,152,3232,54783,483
2022-02-01,Malaysia,5566,227,3187,57155,363
2022-02-02,Malaysia,5736,183,3196,59688,547
2022-02-03,Malaysia,5720,130,3968,61432,374
2022-02-04,Malaysia,7234,234,5254,63401,493
2022-02-05,Malaysia,9117,134,6546,65958,358
2022-02-06,Malaysia,10089,143,6460,69578,474
2022-02-07,Malaysia,11034,77,6036,74567,276
2022-02-08,Malaysia,13944,153,5421,83077,347
2022-02-09,Malaysia,17134,130,5681,94521,726
2022-02-10,Malaysia,19090,134,5712,107889,413
2022-02-11,Malaysia,20939,121,5807,122997,740
2022-02-12,Malaysia,22802,94,5442,140342,658
2022-02-13,Malaysia,21072,65,5724,155679,407
2022-02-14,Malaysia,21315,81,8517,168453,610
2022-02-15,Malaysia,22133,80,7584,182971,448
2022-02-16,Malaysia,27831,118,7912,202869,1019
2022-02-17,Malaysia,26701,132,11744,217787,757
2022-02-18,Malaysia,27808,119,12488,233071,726
2022-02-19,Malaysia,28825,91,18514,243348,536
2022-02-20,Malaysia,26832,68,18459,251684,595
2022-02-21,Malaysia,25099,85,17749,258991,275
2022-02-22,Malaysia,27179,120,19037,267090,428
2022-02-23,Malaysia,31199,119,20399,277835,629
2022-02-24,Malaysia,32070,209,23332,286527,543
2022-02-25,Malaysia,30644,257,22678,294436,525
2022-02-26,Malaysia,27299,256,22710,298982,372
2022-02-27,Malaysia,24466,246,22380,301029,270
2022-02-28,Malaysia,23100,298,30624,293430,154
2022-03-01,Malaysia,25854,448,25548,293658,484
2022-03-02,Malaysia,27500,428,27557,293486,362
2022-03-03,Malaysia,32467,413,27629,298238,472
2022-03-04,Malaysia,33209,441,26352,305017,472
2022-03-05,Malaysia,33406,342,27143,311213,394
2022-03-06,Malaysia,27435,254,30335,308258,216
2022-03-07,Malaysia,26856,211,30726,304311,487
2022-03-08,Malaysia,31490,473,29035,306687,498
2022-03-09,Malaysia,30246,418,26653,310167,327
2022-03-10,Malaysia,30787,608,26457,314427,282
2022-03-11,Malaysia,32800,541,24444,322707,309
2022-03-12,Malaysia,26250,545,25089,323791,269
2022-03-13,Malaysia,22535,361,25356,320883,163
2022-03-14,Malaysia,22030,394,33872,308949,180
2022-03-15,Malaysia,26534,691,31234,304154,340
2022-03-16,Malaysia,28298,697,33009,299338,235
2022-03-17,Malaysia,27004,719,29450,296806,447
2022-03-18,Malaysia,24241,521,26615,294373,174
2022-03-19,Malaysia,22341,524,33347,283282,324
2022-03-20,Malaysia,19105,386,28250,274066,96
2022-03-21,Malaysia,17828,407,28003,263828,56
2022-03-22,Malaysia,21483,394,32561,252677,173
2022-03-23,Malaysia,22491,382,26234,248869,106
2022-03-24,Malaysia,24316,297,25512,247609,173
2022-03-25,Malaysia,21839,287,22324,247072,38
2022-03-26,Malaysia,20923,228,25467,242494,39
2022-03-27,Malaysia,16863,238,26171,233148,30
2022-03-28,Malaysia,13336,189,25552,220878,51
2022-03-29,Malaysia,15215,250,24152,211877,47
2022-03-30,Malaysia,15941,168,21186,206599,60
2022-03-31,Malaysia,18560,187,18253,206862,7
2022-04-01,Malaysia,17476,164,17321,206987,78
2022-04-02,Malaysia,14692,218,20383,201240,36
2022-04-03,Malaysia,12380,462,20635,192955,8
2022-04-04,Malaysia,10002,98,23302,179627,2
2022-04-05,Malaysia,12017,59,20431,171180,15
2022-04-06,Malaysia,12105,43,21029,162224,20
2022-04-07,Malaysia,11994,25,16603,157579,44
2022-04-08,Malaysia,14944,104,14045,158447,7
2022-04-09,Malaysia,10177,53,15132,153471,32
2022-04-10,Malaysia,8112,25,15765,145806,35
2022-04-11,Malaysia,7739,23,19049,134477,82
2022-04-12,Malaysia,9002,52,16986,126463,140
2022-04-13,Malaysia,10052,21,15893,120600,127
2022-04-14,Malaysia,10413,27,13202,117793,284
2022-04-15,Malaysia,9673,25,14267,113183,405
2022-04-16,Malaysia,9705,30,14346,108530,507
2022-04-17,Malaysia,6623,13,11233,103908,205
2022-04-18,Malaysia,7140,264,14423,96609,80
2022-04-19,Malaysia,6069,110,10619,92047,465
2022-04-20,Malaysia,6968,32,8267,90732,322
2022-04-21,Malaysia,5899,16,8434,88192,129
2022-04-22,Malaysia,6342,20,9111,85411,135
2022-04-23,Malaysia,5624,17,10041,80985,53
2022-04-24,Malaysia,4006,7,10223,74760,29
2022-04-25,Malaysia,2478,7,9215,68015,70
2022-04-26,Malaysia,3361,6,9484,61879,75
2022-04-27,Malaysia,3471,10,6900,58444,63
2022-04-28,Malaysia,2935,9,7585,53784,24
2022-04-29,Malaysia,2579,6,6055,50302,10
2022-04-30,Malaysia,2107,16,6890,45514,27
2022-05-01,Malaysia,1503,6,5839,41175,1
2022-05-02,Malaysia,1352,4,6074,36448,0
2022-05-03,Malaysia,922,1,5520,31841,0
2022-05-04,Malaysia,1054,1,4107,28785,0
2022-05-05,Malaysia,1278,3,2599,27462,0
2022-05-06,Malaysia,1251,9,3181,25525,0
2022-05-07,Malaysia,1372,5,3610,23284,0
2022-05-08,Malaysia,2153,2,2869,22564,0
2022-05-09,Malaysia,2246,5,2433,22376,0
2022-05-10,Malaysia,2605,4,2014,22961,0
2022-05-11,Malaysia,3321,10,1416,24858,6
2022-05-12,Malaysia,3410,5,1430,26834,0
2022-05-13,Malaysia,3029,0,1116,28742,0
2022-05-14,Malaysia,2373,3,1340,29770,0
2022-05-15,Malaysia,2239,3,1263,30743,0
2022-05-16,Malaysia,1697,0,1548,30887,0
2022-05-17,Malaysia,1469,3,1836,30517,0
2022-05-18,Malaysia,2017,4,2548,29979,0
2022-05-19,Malaysia,2124,1,2303,29797,0
2022-05-20,Malaysia,2063,3,2618,29237,0
2022-05-21,Malaysia,2021,1,3162,28093,0
2022-05-22,Malaysia,1817,3,3389,26519,1
2022-05-23,Malaysia,1544,3,2905,25156,0
2022-05-24,Malaysia,1918,22,2124,24948,0
2022-05-25,Malaysia,2430,12,2192,25180,1
2022-05-26,Malaysia,1845,9,1825,25197,0
2022-05-27,Malaysia,1877,4,1680,25392,3
2022-05-28,Malaysia,1645,1,1809,25226,5
2022-05-29,Malaysia,1155,3,1975,24401,3
2022-05-30,Malaysia,1325,2,1935,23787,0
2022-05-31,Malaysia,1451,6,2071,23160,23
2022-06-01,Malaysia,1809,5,1911,23056,0
2022-06-02,Malaysia,1877,6,1715,23216,22
2022-06-03,Malaysia,1844,3,2005,23054,1
2022-06-04,Malaysia,1591,5,2185,22455,1
2022-06-05,Malaysia,1358,2,1620,22191,0
2022-06-06,Malaysia,1330,4,1881,21638,0
2022-06-07,Malaysia,1128,1,1547,21210,0
2022-06-08,Malaysia,1518,1,1125,21597,18
2022-06-09,Malaysia,1887,8,1399,22082,8
2022-06-10,Malaysia,2166,1,1488,22759,1
2022-06-11,Malaysia,1709,3,1746,22720,0
2022-06-12,Malaysia,1571,1,1887,22403,2
2022-06-13,Malaysia,2092,0,1876,22615,6
2022-06-14,Malaysia,1922,3,1564,22969,1
2022-06-15,Malaysia,2320,4,1390,23894,3
2022-06-16,Malaysia,2033,0,1337,24585,0
2022-06-17,Malaysia,2130,0,1080,25634,1
2022-06-18,Malaysia,2127,0,1390,26370,0
2022-06-19,Malaysia,1690,10,2108,25952,0
2022-06-20,Malaysia,2093,1,2082,25960,1
2022-06-21,Malaysia,1921,114,1716,26163,0
2022-06-22,Malaysia,2425,8,1550,27034,0
2022-06-23,Malaysia,2796,209,2503,27326,83
2022-06-24,Malaysia,2512,194,1580,28255,10
2022-06-25,Malaysia,2302,2,2539,28018,39
2022-06-26,Malaysia,2003,3,1861,28159,1
2022-06-27,Malaysia,1894,6,1944,28101,9
2022-06-28,Malaysia,2025,20,2367,27755,2
2022-06-29,Malaysia,2605,3,1633,28722,0
2022-06-30,Malaysia,2867,4,2145,29442,6
2022-07-01,Malaysia,2773,4,1984,30225,1
2022-07-02,Malaysia,2527,4,2359,30393,46
2022-07-03,Malaysia,2536,3,3123,29801,6
2022-07-04,Malaysia,1918,2,2321,29390,3
2022-07-05,Malaysia,2932,2,2292,30027,26
2022-07-06,Malaysia,3561,9,2035,31548,1
2022-07-07,Malaysia,4020,9,1718,33847,0
2022-07-08,Malaysia,3589,3,2224,35206,22
2022-07-09,Malaysia,2799,2,2666,35331,14
2022-07-10,Malaysia,3264,5,2703,35890,5
2022-07-11,Malaysia,2417,4,2536,35766,0
2022-07-12,Malaysia,2345,3,2384,35724,1
2022-07-13,Malaysia,3934,7,2747,36902,3
2022-07-14,Malaysia,4098,5,2071,38921,0
2022-07-15,Malaysia,5230,11,2927,41216,0
2022-07-16,Malaysia,5047,3,3770,42489,0
2022-07-17,Malaysia,3936,1,3899,42519,0
2022-07-18,Malaysia,3080,1,3399,42193,0
2022-07-19,Malaysia,3902,4,2935,43152,50
2022-07-20,Malaysia,5685,2,3337,45492,0
2022-07-21,Malaysia,4587,11,2652,47417,17
2022-07-22,Malaysia,3880,7,2607,48676,31
2022-07-23,Malaysia,4816,2,3928,49555,0
2022-07-24,Malaysia,2720,5,4012,48260,1
2022-07-25,Malaysia,3300,2,5227,46324,14
2022-07-26,Malaysia,4759,3,4806,46268,61
2022-07-27,Malaysia,4503,6,3847,46914,11
2022-07-28,Malaysia,3926,23,3542,47294,20
2022-07-29,Malaysia,4860,11,3836,48308,2
2022-07-30,Malaysia,4271,3,5553,47022,1
2022-07-31,Malaysia,2783,3,4482,45314,19
2022-08-01,Malaysia,3213,11,3847,44672,6
2022-08-02,Malaysia,4204,3,4582,44286,20
2022-08-03,Malaysia,5330,13,3075,46531,23
2022-08-04,Malaysia,4413,6,3394,47542,17
2022-08-05,Malaysia,3927,14,4949,46514,28
2022-08-06,Malaysia,4684,5,4275,46912,9
2022-08-07,Malaysia,2728,2,3856,45778,0
2022-08-08,Malaysia,2863,2,4752,43883,1
2022-08-09,Malaysia,3083,3,4229,42725,2
2022-08-10,Malaysia,4896,2,2979,44630,42
2022-08-11,Malaysia,4831,6,3362,46089,10
2022-08-12,Malaysia,3943,1,4645,45383,4
2022-08-13,Malaysia,4334,6,5082,44625,6
2022-08-14,Malaysia,3045,5,4226,43439,16
2022-08-15,Malaysia,2437,6,3658,42210,13
2022-08-16,Malaysia,3429,6,4882,40748,51
2022-08-17,Malaysia,3516,3,2541,41708,11
2022-08-18,Malaysia,4071,2,3289,42483,21
2022-08-19,Malaysia,3490,3,3193,42774,34
2022-08-20,Malaysia,2798,5,4669,40897,37
2022-08-21,Malaysia,2464,16,4427,38925,4
2022-08-22,Malaysia,2078,12,3290,37703,13
2022-08-23,Malaysia,2722,5,4856,35558,3
2022-08-24,Malaysia,2636,5,3206,34977,25
2022-08-25,Malaysia,3206,4,2180,35995,12
2022-08-26,Malaysia,3118,7,3363,35744,11
2022-08-27,Malaysia,2491,0,3715,34515,1
2022-08-28,Malaysia,2191,1,3796,32908,3
2022-08-29,Malaysia,1946,1,3271,31575,20
2022-08-30,Malaysia,2144,3,2549,31166,8
2022-08-31,Malaysia,2340,2,2502,30998,4
2022-09-01,Malaysia,2356,5,1875,31470,0
2022-09-02,Malaysia,2328,3,2618,31171,2
2022-09-03,Malaysia,2244,4,3202,30204,0
2022-09-04,Malaysia,1904,1,3138,28968,0
2022-09-05,Malaysia,1486,2,2897,27553,1
2022-09-06,Malaysia,2067,4,2279,27335,0
2022-09-07,Malaysia,2428,2,2673,27083,5
2022-09-08,Malaysia,2226,2,1894,27407,12
2022-09-09,Malaysia,1990,2,2016,27377,3
2022-09-10,Malaysia,1971,7,2389,26956,7
2022-09-11,Malaysia,1483,2,2090,26346,1
2022-09-12,Malaysia,1847,7,2148,26040,4
2022-09-13,Malaysia,1942,9,2276,25700,15
2022-09-14,Malaysia,2431,8,1820,26306,1
2022-09-15,Malaysia,2375,11,1466,27212,1
2022-09-16,Malaysia,1977,2,2018,27165,9
2022-09-17,Malaysia,1572,3,2695,26039,10
2022-09-18,Malaysia,1639,9,2056,25618,0
2022-09-19,Malaysia,1307,4,1830,25090,2
2022-09-20,Malaysia,1667,2,2028,24722,20
2022-09-21,Malaysia,2111,5,1493,25334,0
2022-09-22,Malaysia,2245,6,1901,25666,0
2022-09-23,Malaysia,2070,3,2009,25724,8
2022-09-24,Malaysia,1924,0,2360,25285,10
2022-09-25,Malaysia,1608,2,2352,24539,0
2022-09-26,Malaysia,1186,1,1690,24028,1
2022-09-27,Malaysia,1552,5,1684,23890,0
2022-09-28,Malaysia,2445,2,1613,24720,0
2022-09-29,Malaysia,1867,4,1402,25181,14
2022-09-30,Malaysia,2007,12,1407,25776,7
2022-10-01,Malaysia,1626,5,2386,25016,0
2022-10-02,Malaysia,1360,1,2271,24104,0
2022-10-03,Malaysia,1244,4,2005,23338,13
2022-10-04,Malaysia,1483,4,1852,22964,0
2022-10-05,Malaysia,1722,8,1639,23045,0
2022-10-06,Malaysia,1794,5,1227,23608,0
2022-10-07,Malaysia,1788,6,1509,23884,0
2022-10-08,Malaysia,1627,3,2379,23128,56
2022-10-09,Malaysia,1453,8,1800,22779,0
2022-10-10,Malaysia,1241,1,1843,22174,0
2022-10-11,Malaysia,1291,2,1592,21870,5
2022-10-12,Malaysia,1628,7,1345,22152,0
2022-10-13,Malaysia,2090,4,1428,22811,36
2022-10-14,Malaysia,2231,6,1473,23564,1
2022-10-15,Malaysia,2023,13,1699,23888,2
2022-10-16,Malaysia,1712,2,1699,23899,0
2022-10-17,Malaysia,1210,1,2026,23077,0
2022-10-18,Malaysia,1873,4,1515,23432,0
2022-10-19,Malaysia,2295,4,1386,24338,16
2022-10-20,Malaysia,2561,8,1248,25643,5
2022-10-21,Malaysia,2256,6,1363,26533,5
2022-10-22,Malaysia,2618,7,1841,27306,13
2022-10-23,Malaysia,2054,1,1975,27385,37
2022-10-24,Malaysia,1737,1,2118,27001,2
2022-10-25,Malaysia,1743,1,1935,26804,4
2022-10-26,Malaysia,2136,3,1695,27239,3
2022-10-27,Malaysia,2762,8,1271,28726,2
2022-10-28,Malaysia,3296,10,1960,30061,35
2022-10-29,Malaysia,3189,3,2541,30708,0
2022-10-30,Malaysia,3129,6,2464,31371,9
2022-10-31,Malaysia,2913,7,2833,31442,15
2022-11-01,Malaysia,2913,11,2599,31753,35
2022-11-02,Malaysia,3969,2,2696,33024,27
2022-11-03,Malaysia,4711,7,3120,34604,50
2022-11-04,Malaysia,4360,4,3429,35534,213
2022-11-05,Malaysia,4621,2,3577,36577,171
2022-11-06,Malaysia,3913,4,3774,36711,87
2022-11-07,Malaysia,2521,2,4514,34710,5
2022-11-08,Malaysia,3781,3,2889,35593,206
2022-11-09,Malaysia,3267,2,3947,34903,220
2022-11-10,Malaysia,3436,3,4292,34039,224
2022-11-11,Malaysia,3245,3,4208,33072,205
2022-11-12,Malaysia,2882,1,4730,31215,119
2022-11-13,Malaysia,2234,2,3836,29611,37
2022-11-14,Malaysia,1749,1,2564,28790,54
2022-11-15,Malaysia,2852,3,3710,27920,82
2022-11-16,Malaysia,3304,4,3045,28171,114
2022-11-17,Malaysia,3457,2,3736,27883,76
2022-11-18,Malaysia,3037,3,3198,27717,16
2022-11-19,Malaysia,2450,0,3000,27162,6
2022-11-20,Malaysia,1633,3,1989,26804,60
2022-11-21,Malaysia,2121,0,1764,27147,9
2022-11-22,Malaysia,2516,3,2643,27009,37
2022-11-23,Malaysia,3537,7,3319,27219,11
2022-11-24,Malaysia,2877,3,3226,26862,42
2022-11-25,Malaysia,3024,7,2969,26909,4
2022-11-26,Malaysia,2898,2,2789,27014,62
2022-11-27,Malaysia,2022,0,1819,27213,54
2022-11-28,Malaysia,2465,1,2029,27644,0
2022-11-29,Malaysia,1672,1,2722,26584,4
2022-11-30,Malaysia,1737,1,3338,24966,0
2022-12-01,Malaysia,2375,4,2857,24473,106
2022-12-02,Malaysia,2421,2,2826,24059,7
2022-12-03,Malaysia,1866,6,2814,23105,4
2022-12-04,Malaysia,1502,1,2093,22511,9
2022-12-05,Malaysia,1576,1,2278,21806,14
2022-12-06,Malaysia,1649,3,1675,21764,6
2022-12-07,Malaysia,1682,2,1428,22012,36
2022-12-08,Malaysia,1616,1,2145,21479,33
2022-12-09,Malaysia,1597,5,2596,20474,72
2022-12-10,Malaysia,1315,1,2601,19183,29
2022-12-11,Malaysia,867,1,1313,18727,8
2022-12-12,Malaysia,809,4,1552,17978,9
2022-12-13,Malaysia,1040,2,1456,17553,0
2022-12-14,Malaysia,1241,3,1567,17221,6
2022-12-15,Malaysia,1161,3,1562,16817,1
2022-12-16,Malaysia,1138,2,1420,16527,0
2022-12-17,Malaysia,993,2,1460,16055,0
2022-12-18,Malaysia,847,2,1154,15742,10
2022-12-19,Malaysia,721,3,914,15547,3
2022-12-20,Malaysia,816,1,940,15417,0
2022-12-21,Malaysia,984,2,1534,14860,1
2022-12-22,Malaysia,858,1,1114,14601,0
2022-12-23,Malaysia,902,5,1104,14393,0
2022-12-24,Malaysia,766,0,1026,14132,0
2022-12-25,Malaysia,609,2,737,14004,0
2022-12-26,Malaysia,480,7,655,13825,0
2022-12-27,Malaysia,423,2,834,13408,0
2022-12-28,Malaysia,480,6,957,12927,0
2022-12-29,Malaysia,679,4,923,12677,0
2022-12-30,Malaysia,583,7,930,12329,0
2022-12-31,Malaysia,513,4,833,12008,13
2023-01-01,Malaysia,420,3,547,11877,0
2023-01-02,Malaysia,360,1,423,11813,0
2023-01-03,Malaysia,333,1,376,11769,0
2023-01-04,Malaysia,433,4,500,11702,0
2023-01-05,Malaysia,571,1,696,11570,10
2023-01-06,Malaysia,543,4,1478,10631,8
2023-01-07,Malaysia,571,4,551,10647,0
2023-01-08,Malaysia,405,8,441,10610,0
2023-01-09,Malaysia,383,2,355,10630,0
2023-01-10,Malaysia,380,11,373,10628,0
2023-01-11,Malaysia,367,2,398,10588,0
2023-01-12,Malaysia,383,2,625,10342,0
2023-01-13,Malaysia,320,2,506,10153,0
2023-01-14,Malaysia,287,1,590,9850,0
2023-01-15,Malaysia,244,2,401,9693,0
2023-01-16,Malaysia,227,4,367,9547,0
2023-01-17,Malaysia,350,4,349,9543,2
2023-01-18,Malaysia,371,1,304,9606,0
2023-01-19,Malaysia,318,1,331,9593,0
2023-01-20,Malaysia,285,5,300,9571,5
2023-01-21,Malaysia,293,0,326,9536,23
2023-01-22,Malaysia,309,1,292,9553,89
2023-01-23,Malaysia,142,1,267,9428,0
2023-01-24,Malaysia,101,1,315,9214,0
2023-01-25,Malaysia,132,2,346,8999,0
2023-01-26,Malaysia,172,1,325,8843,0
